1,201,60
2,151,69
3,816,77
4,450,34
5,771,63
6,365,46
7,895,16
8,677,52
9,994,57
10,169,38
11,1,80
12,538,96
13,499,102
14,13,34
15,248,12
16,232,82
17,305,102
18,966,68
19,102,110
20,444,84
21,609,45
22,750,53
23,896,94
24,133,15
25,948,77
26,967,41
27,279,14
28,69,24
29,793,31
30,514,26
31,456,22
32,932,52
33,467,33
34,128,86
35,236,66
36,399,7
37,362,59
38,910,94
39,595,108
40,743,38
41,482,55
42,587,11
43,683,91
44,102,94
45,830,24
46,343,20
47,536,17
48,352,77
49,308,63
50,44,5
51,934,103
52,332,84
53,343,97
54,223,35
55,659,7
56,236,86
57,703,36
58,310,73
59,314,74
60,83,62
61,23,36
62,338,57
63,849,71
64,383,107
65,789,25
66,118,20
67,17,72
68,37,40
69,392,79
70,119,39
71,165,107
72,746,51
73,665,60
74,896,52
75,57,60
76,111,94
77,598,12
78,983,14
79,961,41
80,601,15
81,382,89
82,676,27
83,525,28
84,845,100
85,277,88
86,232,86
87,327,77
88,16,37
89,240,63
90,188,92
91,573,50
92,793,80
93,451,86
94,62,35
95,1,102
96,667,12
97,136,18
98,10,56
99,397,41
100,812,25
101,496,74
102,244,19
103,129,105
104,479,69
105,534,70
106,749,72
107,489,90
108,861,39
109,798,95
110,61,5
111,392,44
112,351,68
113,325,44
114,602,37
115,940,96
116,915,81
117,48,67
118,959,103
119,197,46
120,869,81
121,43,7
122,383,6
123,853,24
124,137,14
125,196,6
126,89,110
127,22,15
128,60,102
129,536,101
130,121,93
131,420,53
132,107,88
133,155,24
134,185,75
135,213,19
136,447,36
137,246,66
138,309,72
139,433,97
140,733,106
141,33,45
142,409,95
143,202,30
144,748,73
145,892,73
146,755,57
147,314,17
148,109,74
149,852,33
150,34,80
151,897,45
152,604,45
153,959,100
154,18,71
155,370,42
156,307,16
157,466,63
158,535,96
159,875,36
160,829,80
161,659,102
162,961,15
163,186,27
164,564,15
165,78,37
166,572,55
167,142,108
168,736,55
169,33,42
170,583,33
171,148,101
172,75,81
173,600,59
174,880,58
175,130,53
176,106,19
177,40,63
178,385,63
179,39,90
180,328,30
181,28,41
182,91,6
183,453,40
184,736,103
185,697,58
186,633,11
187,541,8
188,779,25
189,190,18
190,428,104
191,386,19
192,944,20
193,857,74
194,647,16
195,852,105
196,353,46
197,764,84
198,198,104
199,519,69
200,246,53
201,781,31
202,452,66
203,80,14
204,880,47
205,452,103
206,590,24
207,454,108
208,406,48
209,430,69
210,519,90
211,977,58
212,249,62
213,693,97
214,476,69
215,123,27
216,182,56
217,70,62
218,357,85
219,238,60
220,777,50
221,169,69
222,104,39
223,238,26
224,420,80
225,257,18
226,347,102
227,493,105
228,14,25
229,801,91
230,960,107
231,563,51
232,742,18
233,578,45
234,796,77
235,854,78
236,704,38
237,200,27
238,698,85
239,690,26
240,295,67
241,222,42
242,401,33
243,722,101
244,122,68
245,67,74
246,657,105
247,716,99
248,87,89
249,668,100
250,566,39
251,962,9
252,470,58
253,626,92
254,803,75
255,643,103
256,621,61
257,243,31
258,270,86
259,843,41
260,343,63
261,496,33
262,26,51
263,86,106
264,560,50
265,85,56
266,651,68
267,571,57
268,345,45
269,569,86
270,604,14
271,88,93
272,413,42
273,646,77
274,620,56
275,510,96
276,224,33
277,296,67
278,859,61
279,859,93
280,138,39
281,446,69
282,106,77
283,212,53
284,799,45
285,62,83
286,645,77
287,776,34
288,258,74
289,943,38
290,315,108
291,305,95
292,985,50
293,645,63
294,722,33
295,368,93
296,746,29
297,767,88
298,990,104
299,869,46
300,359,104
301,884,44
302,973,23
303,962,106
304,591,75
305,119,71
306,10,58
307,569,41
308,720,74
309,181,101
310,373,72
311,337,106
312,999,74
313,248,108
314,897,75
315,68,100
316,621,80
317,392,78
318,746,75
319,323,41
320,493,18
321,348,107
322,321,26
323,912,66
324,266,62
325,761,110
326,406,59
327,346,44
328,429,25
329,792,69
330,823,14
331,492,83
332,863,80
333,76,16
334,239,85
335,779,16
336,378,42
337,756,60
338,903,97
339,487,95
340,200,38
341,951,69
342,875,31
343,73,25
344,910,51
345,648,26
346,838,90
347,222,17
348,988,36
349,659,91
350,800,38
351,721,62
352,803,52
353,692,8
354,731,63
355,646,16
356,47,34
357,50,45
358,341,22
359,149,6
360,936,90
361,920,12
362,918,20
363,518,78
364,891,62
365,701,91
366,887,8
367,218,108
368,266,46
369,577,79
370,642,26
371,371,88
372,219,53
373,96,47
374,312,19
375,896,42
376,509,46
377,252,105
378,104,74
379,869,18
380,126,16
381,799,102
382,394,84
383,546,14
384,837,60
385,930,51
386,769,6
387,346,101
388,357,25
389,541,104
390,637,35
391,306,107
392,903,107
393,666,45
394,491,51
395,266,31
396,617,59
397,576,108
398,835,39
399,357,110
400,858,40
401,365,29
402,317,107
403,189,36
404,62,71
405,93,37
406,992,103
407,463,95
408,368,29
409,752,107
410,219,56
411,694,97
412,281,73
413,188,13
414,621,82
415,331,101
416,551,106
417,704,92
418,132,107
419,383,55
420,24,11
421,706,24
422,884,60
423,194,103
424,159,85
425,157,41
426,385,11
427,954,93
428,923,57
429,586,6
430,704,58
431,749,82
432,483,27
433,126,106
434,411,55
435,1,96
436,92,15
437,180,102
438,449,80
439,780,96
440,298,17
441,296,102
442,387,31
443,369,75
444,250,58
445,936,101
446,142,28
447,533,73
448,93,60
449,866,97
450,563,57
451,896,107
452,976,59
453,7,40
454,820,72
455,205,84
456,701,84
457,604,68
458,241,79
459,407,37
460,105,55
461,175,34
462,26,49
463,147,91
464,218,77
465,502,99
466,492,31
467,482,69
468,788,80
469,984,64
470,16,89
471,146,68
472,87,34
473,869,46
474,931,37
475,924,11
476,163,70
477,592,49
478,475,7
479,942,62
480,469,8
481,358,8
482,893,70
483,871,47
484,321,97
485,683,88
486,429,22
487,254,52
488,366,44
489,620,69
490,120,58
491,346,11
492,874,70
493,900,82
494,826,88
495,621,90
496,37,28
497,918,58
498,709,6
499,327,14
500,621,83
501,286,8
502,728,67
503,614,77
504,876,78
505,268,7
506,615,31
507,984,77
508,752,17
509,649,6
510,887,17
511,236,39
512,602,45
513,400,81
514,538,44
515,198,110
516,517,52
517,791,73
518,296,74
519,431,24
520,447,78
521,836,23
522,19,77
523,242,40
524,404,44
525,289,67
526,496,53
527,945,11
528,699,5
529,530,16
530,246,103
531,224,67
532,157,35
533,573,6
534,553,37
535,433,86
536,632,17
537,917,69
538,410,31
539,516,34
540,620,90
541,604,13
542,98,79
543,21,68
544,25,104
545,927,49
546,838,49
547,681,38
548,583,12
549,814,17
550,443,14
551,308,105
552,553,6
553,924,101
554,984,88
555,255,47
556,839,33
557,610,37
558,160,51
559,544,80
560,725,56
561,37,69
562,927,16
563,876,90
564,418,36
565,381,33
566,440,85
567,520,69
568,421,58
569,742,14
570,227,90
571,817,25
572,737,78
573,515,97
574,928,86
575,426,62
576,971,63
577,246,99
578,611,66
579,575,95
580,656,45
581,567,11
582,951,49
583,681,104
584,83,78
585,853,48
586,790,77
587,586,39
588,273,48
589,813,36
590,417,94
591,148,94
592,532,6
593,477,33
594,539,34
595,559,49
596,500,59
597,741,38
598,559,101
599,943,56
600,734,18
601,636,46
602,307,11
603,845,36
604,867,107
605,387,80
606,991,106
607,428,56
608,869,53
609,838,34
610,965,22
611,666,83
612,477,61
613,972,97
614,920,33
615,859,48
616,231,91
617,914,67
618,602,40
619,624,41
620,451,101
621,67,63
622,244,102
623,627,63
624,514,61
625,653,35
626,422,17
627,38,29
628,108,101
629,433,8
630,727,8
631,785,70
632,408,9
633,879,92
634,388,48
635,881,70
636,346,7
637,306,73
638,589,56
639,371,64
640,258,91
641,520,104
642,773,85
643,690,97
644,82,11
645,825,44
646,738,99
647,721,90
648,154,92
649,691,99
650,477,24
651,123,58
652,5,30
653,157,12
654,124,74
655,96,34
656,650,82
657,98,28
658,641,38
659,106,38
660,55,24
661,169,96
662,551,41
663,844,36
664,795,70
665,580,58
666,509,6
667,798,24
668,312,78
669,201,86
670,39,20
671,640,100
672,702,30
673,185,60
674,394,89
675,773,26
676,253,37
677,38,92
678,837,73
679,210,19
680,618,102
681,912,56
682,417,41
683,648,75
684,261,78
685,439,31
686,385,22
687,983,34
688,218,82
689,302,104
690,529,66
691,786,15
692,101,99
693,93,86
694,352,17
695,726,102
696,977,42
697,862,7
698,812,29
699,934,12
700,128,11
701,976,8
